,ACC,Algorithm,F1score,F2score,FPR,MCC,model_index,parameters,FNR,FNR_Leak,FNR_Clog,balanced_ACC
16,0.8161151079136691,RF,0.8196510878956788,0.7602013604083495,0.05933372296902396,0.6630329405372737,17,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 5}",0.27461728395061724,0.0,0.3068240609848288,0.8330244965401793
73,0.8333812949640287,RF,0.852851485371148,0.8429720211745507,0.17127995324371711,0.6630197949727388,74,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 20}",0.16319753086419753,0.0,0.18242050255403558,0.8327612579460427
65,0.8325179856115108,RF,0.8509801599317387,0.8373704139738335,0.1624313267095266,0.6628912915806532,66,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 20}",0.17114814814814816,0.0,0.18973614918410447,0.8332102625711626
118,0.8253237410071942,RF,0.8363164732030454,0.7986011022870951,0.10640561075394507,0.6628554287931496,119,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 8}",0.22433950617283954,0.0,0.24356491662795093,0.8346274415366078
27,0.8273381294964028,RF,0.8402242898179298,0.8085156473797795,0.12012857977790768,0.6627112150224866,28,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 8}",0.2109444444444444,0.0,0.23253113575617804,0.8344634878888239
98,0.8158273381294964,RF,0.8192224072259923,0.7594264696369489,0.05866744593804793,0.662666905998861,99,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 5}",0.27559876543209877,0.0,0.30776632033588674,0.8328668943149268
86,0.8184172661870502,RF,0.8239668294153921,0.7698741750384879,0.07096434833430741,0.6622237124152633,87,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 5}",0.2621666666666666,0.0,0.2921664951589343,0.8334344924995127
105,0.8270503597122303,RF,0.8398798837220757,0.8077950844005032,0.11942723553477501,0.6621735785405204,106,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 8}",0.21193209876543212,0.0,0.23316854490787292,0.8343203328498966
111,0.8253237410071941,RF,0.8365856323220242,0.7996261728307854,0.10854471069549972,0.662151767540384,112,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 8}",0.22289506172839502,0.0,0.2448973581223983,0.8342801137880526
104,0.8267625899280575,RF,0.8392962232530117,0.8063454713719989,0.11736995908825248,0.6621510437420425,105,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 8}",0.21389506172839512,0.0,0.2350770443283129,0.8343674895916762
80,0.8184172661870504,RF,0.8240071028381485,0.7701969323177046,0.07163062536528346,0.6620949218587697,81,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 5}",0.2616728395061728,0.0,0.2923790146309397,0.8333482675642719
84,0.8184172661870504,RF,0.8240432463012551,0.770230978014916,0.07161893629456458,0.661955986691895,85,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 5}",0.26166666666666666,0.0,0.2907780693432639,0.8333571985193842
4,0.8175539568345325,RF,0.8225012306468292,0.7673901809810287,0.06889538281706603,0.6618128940082313,5,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 5}",0.2651358024691358,0.0,0.29507779167089315,0.8329844073568988
96,0.8155395683453237,RF,0.8190599641230402,0.7596862411248805,0.06002337814143775,0.6617570742135476,97,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 5}",0.2751049382716049,0.0,0.30686287555371855,0.8324358417934787
28,0.8261870503597123,RF,0.8384912265793445,0.8041784209028146,0.11465809468147282,0.6617514107425909,29,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 8}",0.21687037037037044,0.0,0.23648326383488624,0.8342357674740783
89,0.8178417266187051,RF,0.8231397747662033,0.7685713382239397,0.07029807130333139,0.6616357284213437,90,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': False, 'max_depth': 5}",0.26369753086419756,0.0,0.29251166607535584,0.8330021989162355
19,0.8325179856115108,svm_rbf,0.8518882196092735,0.8399190550488523,0.1671537112799532,0.6616060488331995,20,"{'kernel': 'rbf', 'C': 10, 'gamma': 0.1}",0.16764197530864197,0.0,0.1974588365758321,0.8326021567057025
53,0.8287769784172662,RF,0.8436906822648745,0.8179399001744255,0.13443600233781416,0.6615459026619868,54,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 10}",0.19804320987654317,0.0,0.21472419886264124,0.8337603938928214
88,0.817841726618705,RF,0.8232409243574418,0.7686552059814403,0.07027469316189362,0.6615384858862359,89,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 5}",0.2636481481481481,0.0,0.29387567864684117,0.8330385793449789
